Params,Error
"[49, 0.8550374101939815, 0.4600028428579185, 0.5013466465675211, 0.1683682815011924, 278.73988209001016, 0.5759144887606648, 0.901327490825593]",name 'ShortCutDesign' is not defined
"[46, 0.4293840703127501, 0.622131622612898, 0.06077151560396713, 0.037812081462353826, 312.3173606930107, 0.328282408952436, 0.8866246870314778]",name 'ShortCutDesign' is not defined
"[18, 0.2827702013529429, 0.2849392413763674, 0.16266903758085144, 0.3366084528281745, 277.42853561332106, 0.03218951816682089, 0.6829715030904103]",name 'ShortCutDesign' is not defined
"[28, 0.2546864159488108, 0.26958592526592867, 0.8866080981063811, 0.8074291379100582, 347.94565167629816, 0.5271276432718224, 0.3405977858491952]",name 'ShortCutDesign' is not defined
"[25, 0.8067614282904314, 0.07897492069113664, 0.6154039756280335, 0.9054626051195058, 279.8471393975776, 0.7288134789401167, 0.35330410112391675]",name 'ShortCutDesign' is not defined
"[43, 0.8986572221303287, 0.9718247814201673, 0.8803185969585368, 0.7500086407487636, 348.5339901741406, 0.19281009841970712, 0.6096951187047666]",name 'ShortCutDesign' is not defined
"[25, 0.35707441097347326, 0.7385058310038455, 0.765021826938197, 0.5573771259330107, 333.1369695398652, 0.9459841037282404, 0.05688967007788368]",name 'ShortCutDesign' is not defined
"[11, 0.8726200462545387, 0.2877982969952952, 0.4496075782263843, 0.5553277300921144, 321.84818439082716, 0.2589723214772695, 0.9146365864352997]",name 'ShortCutDesign' is not defined
"[41, 0.27146651259282256, 0.7919246900970949, 0.29763758515364497, 0.3923658288843385, 283.43693243215375, 0.2596223626577922, 0.4486198541374752]",name 'ShortCutDesign' is not defined
"[20, 0.30480581073332225, 0.438361585691457, 0.6011249810102608, 0.7639393175143504, 276.72578349143805, 0.12455274949298453, 0.5797783619509577]",name 'ShortCutDesign' is not defined
"[21, 0.7842168540259847, 0.45657398405189253, 0.05024124622178113, 0.7083543709008823, 300.3713431292605, 0.20009912257403, 0.8888784370044729]",name 'ShortCutDesign' is not defined
"[27, 0.19800769750483224, 0.48942375822206674, 0.13115585676073363, 0.5831944471703319, 331.38768733291755, 0.8089944702046002, 0.2757131239530299]",name 'ShortCutDesign' is not defined
"[10, 0.13798403834149855, 0.2937919816114138, 0.6622020640002032, 0.870739905557419, 325.2696091745964, 0.11893865743420647, 0.6702037560633867]",name 'ShortCutDesign' is not defined
"[38, 0.05146927404854818, 0.956993931583115, 0.1816864446430649, 0.6763436781541602, 310.7197509907853, 0.15248125908973498, 0.19909772656903926]",name 'ShortCutDesign' is not defined
"[22, 0.1640127361514105, 0.1625275387104047, 0.06545379486351258, 0.4336428726240289, 274.8873706217924, 0.07520640099854499, 0.4099524713001709]",name 'ShortCutDesign' is not defined
"[38, 0.35589084573644814, 0.08094920090966867, 0.48617189033088914, 0.9825154537461734, 344.014528461343, 0.1547946859326291, 0.8008825509847102]",name 'ShortCutDesign' is not defined
"[21, 0.29830750819379254, 0.4601716101345724, 0.4318213148188853, 0.4294933080462009, 291.5942295870236, 0.7793678461059651, 0.8603802629764322]",name 'ShortCutDesign' is not defined
"[45, 0.38127459770952293, 0.7409405888710783, 0.3466046728020702, 0.07007564884458013, 324.69536603930914, 0.046932976419120975, 0.03969558220357663]",name 'ShortCutDesign' is not defined
"[26, 0.1502390959961688, 0.7010773102686598, 0.2780234561081629, 0.2818074374316772, 275.39266468582514, 0.02333998855876121, 0.6657498366831589]",name 'ShortCutDesign' is not defined
"[11, 0.7640839441820364, 0.3644962810291448, 0.1475343936313089, 0.8176043901751975, 304.4780063779644, 0.36117703655613814, 0.20199509761728857]",name 'ShortCutDesign' is not defined
"[12, 0.2649437567666943, 0.8474570236985707, 0.12782785273514652, 0.07876589336807095, 324.72628743697317, 0.7354014896032304, 0.03921819021355275]",name 'ShortCutDesign' is not defined
"[16, 0.7668108084402507, 0.3880053461923755, 0.5239844611610672, 0.5729519617513722, 317.3038754561784, 0.08306916254943109, 0.2682812533262987]",name 'ShortCutDesign' is not defined
"[43, 0.07609494871729575, 0.8601692176394381, 0.991627015640011, 0.7868230665272478, 286.03741660040305, 0.22584025630543916, 0.5950873788936871]",name 'ShortCutDesign' is not defined
"[29, 0.04870259538573743, 0.1063852696582656, 0.6951575023511547, 0.6544390725747992, 275.73302918218934, 0.9774014662596966, 0.27895793425543713]",name 'ShortCutDesign' is not defined
"[29, 0.9902249196220202, 0.266472037326293, 0.7747403190432274, 0.054334197180859044, 324.0733938971912, 0.9752421122857126, 0.17155391601232897]",name 'ShortCutDesign' is not defined
"[49, 0.4082950797831749, 0.7534975914660215, 0.08923625340453954, 0.4534807640836926, 283.0214688824665, 0.7764743934304342, 0.5272988715302713]",name 'ShortCutDesign' is not defined
"[37, 0.6690679513658978, 0.4763015393626867, 0.36903987094113555, 0.144828716668082, 334.341213133374, 0.34936277861333115, 0.9038344574566329]",name 'ShortCutDesign' is not defined
"[17, 0.6706107820913475, 0.7613070358545746, 0.527746061817089, 0.041290239786734115, 305.66080225153206, 0.6107888322492567, 0.09526625288527076]",name 'ShortCutDesign' is not defined
"[39, 0.11474300215264721, 0.7254342582743827, 0.6388738451434766, 0.7760266944283698, 346.8304802690452, 0.7971766697068678, 0.9600276815657478]",name 'ShortCutDesign' is not defined
"[47, 0.8066322923836765, 0.16793272562096762, 0.11229741776185152, 0.16449920918050154, 281.084974536707, 0.49511748753853896, 0.18979351464278324]",name 'ShortCutDesign' is not defined
"[20, 0.533507821791431, 0.2811660037240469, 0.2963776859780153, 0.9066127491954875, 297.4247133256823, 0.5420327108770445, 0.8968660273350113]",name 'ShortCutDesign' is not defined
"[44, 0.365736828663061, 0.9129250248793431, 0.3675117582539737, 0.5613682103216371, 319.3415628318968, 0.2899715529449636, 0.2998217062153973]",name 'ShortCutDesign' is not defined
"[22, 0.6007722685486037, 0.24146880374215812, 0.8884187131963648, 0.3687011531466852, 332.37475723535897, 0.7840978160383998, 0.3129362283951079]",name 'ShortCutDesign' is not defined
"[29, 0.1665440754078687, 0.9959945679890969, 0.621235268803256, 0.24036749555111006, 293.0399849752487, 0.4758744551932981, 0.6206568792352813]",name 'ShortCutDesign' is not defined
"[37, 0.12691821319358712, 0.38631326058342425, 0.2804079849720539, 0.05965469372318821, 296.3622346962253, 0.07501338370360824, 0.9750920328541898]",name 'ShortCutDesign' is not defined
"[39, 0.11758331845342247, 0.4620524734851458, 0.8259276703429628, 0.7256623446726747, 294.8602820290719, 0.7082934415727362, 0.3490231045305493]",name 'ShortCutDesign' is not defined
"[17, 0.053859860093038434, 0.769064275945972, 0.6086586684029816, 0.4701165784108695, 331.7131798500364, 0.018574705736011575, 0.7395733974010155]",name 'ShortCutDesign' is not defined
"[24, 0.5817147207975683, 0.5312812073660952, 0.029750738281942704, 0.5429276164846402, 300.82875604774233, 0.9907927741310487, 0.8654751423373339]",name 'ShortCutDesign' is not defined
"[31, 0.33770256292801654, 0.4479911668953394, 0.3371022240205373, 0.6385844061027797, 324.80125137787985, 0.8874398436653781, 0.3812640236934657]",name 'ShortCutDesign' is not defined
"[42, 0.22796425948906404, 0.4555130461628327, 0.5328836809925869, 0.8599853513479432, 335.7493313383608, 0.040177736777542584, 0.7781955973925986]",name 'ShortCutDesign' is not defined
"[36, 0.6661132630650283, 0.1488549158333531, 0.8293927606406719, 0.1441550597647634, 283.4533187862401, 0.3265905785738306, 0.7390665895670868]",name 'ShortCutDesign' is not defined
"[33, 0.0015400484560005733, 0.4120484746388828, 0.35684723487133585, 0.9102844647377342, 327.0466766373317, 0.6706749893276227, 0.0181601296351713]",name 'ShortCutDesign' is not defined
"[30, 0.57699024178358, 0.7138278203133859, 0.490798962689928, 0.3249062062855494, 330.002164340774, 0.27400250877183296, 0.026570872955857094]",name 'ShortCutDesign' is not defined
"[45, 0.895211511759257, 0.22776050544385912, 0.14086716675907027, 0.8367012584739232, 340.16744987027334, 0.6983401143630555, 0.43240397599625013]",name 'ShortCutDesign' is not defined
"[39, 0.7353568793840786, 0.30786466927369055, 0.3330274901684276, 0.1973645066830938, 302.7360382929342, 0.44116714263078877, 0.6313375963851848]",name 'ShortCutDesign' is not defined
"[17, 0.7844991095021511, 0.6354852296417313, 0.3383726270768167, 0.7828531685940637, 278.468604378955, 0.9103377637559688, 0.521996180434971]",name 'ShortCutDesign' is not defined
"[29, 0.15788449383662703, 0.47901872153647906, 0.4472463984850552, 0.4526499843376651, 348.15216759884623, 0.03205473759551259, 0.36975008282906174]",name 'ShortCutDesign' is not defined
"[28, 0.6068525619243744, 0.14994951034116563, 0.8690724554987513, 0.224260923871527, 343.78313669018536, 0.6659550490423272, 0.6842471881088174]",name 'ShortCutDesign' is not defined
"[41, 0.8002381446857821, 0.0806149190406894, 0.4151089317898406, 0.24552980277535033, 298.31441040815923, 0.27839088527136, 0.04430224795477533]",name 'ShortCutDesign' is not defined
"[47, 0.28899994841885496, 0.01821347059580421, 0.09598046027451097, 0.8423380337760688, 285.2170958196236, 0.5145604414123377, 0.3117641263370609]",name 'ShortCutDesign' is not defined
"[38, 0.4871830699059089, 0.628874995010079, 0.9440586276543808, 0.8152609910087424, 326.8465550365424, 0.7391576568060533, 0.8467901593530748]",name 'ShortCutDesign' is not defined
"[23, 0.3200470339918943, 0.2575048103879929, 0.6986989849288641, 0.18346510039848798, 299.0210357817756, 0.7601278327103672, 0.9861731647236972]",name 'ShortCutDesign' is not defined
"[25, 0.6494302371290939, 0.291700219963912, 0.7941418501530015, 0.5520802810958202, 277.2616803259825, 0.6799881764313878, 0.7807489030478079]",name 'ShortCutDesign' is not defined
"[39, 0.9478803675141879, 0.5013221802646725, 0.43117758118200394, 0.2649994992627966, 288.61209835992014, 0.24439679951299512, 0.5185353541030588]",name 'ShortCutDesign' is not defined
"[48, 0.2505010138078012, 0.6786002199182518, 0.6103871621700662, 0.5784720824080184, 288.25259995962756, 0.5089325658729066, 0.13414532830169668]",name 'ShortCutDesign' is not defined
"[26, 0.6145754557744557, 0.188493943790803, 0.027418630183880747, 0.9658099639147766, 312.4532509259053, 0.34420776685071947, 0.99184645873958]",name 'ShortCutDesign' is not defined
"[25, 0.9465104427291908, 0.3776339491313939, 0.5832000347208174, 0.07243104876267271, 284.749354853025, 0.6716280620937349, 0.5645421425520225]",name 'ShortCutDesign' is not defined
"[22, 0.7350515534091441, 0.41916255436575667, 0.026356347685592883, 0.5478910519345183, 328.392289093171, 0.6964315854633554, 0.35323536751294243]",name 'ShortCutDesign' is not defined
"[48, 0.8948504566301364, 0.3174481845912779, 0.901186727034564, 0.30379444245608067, 332.37784400875324, 0.17741803444227525, 0.16827502837398278]",name 'ShortCutDesign' is not defined
"[25, 0.13153581291744335, 0.1408157060333292, 0.1551784322955189, 0.6293975859700667, 309.03148383866085, 0.27159501041904777, 0.939087137116764]",name 'ShortCutDesign' is not defined
"[19, 0.27214998481264796, 0.016464891227378584, 0.4281123168275823, 0.14694056878531625, 337.07799592818503, 0.4600311177817326, 0.0736890253578403]",name 'ShortCutDesign' is not defined
"[11, 0.16514619197280286, 0.46699619776002277, 0.3439471479969579, 0.8910267837860211, 309.4812546683005, 0.47925724179831125, 0.15586206845702189]",name 'ShortCutDesign' is not defined
"[18, 0.07748733076224039, 0.29992600106733797, 0.26601655431833515, 0.25709903379868626, 332.3671243722797, 0.9438147312812565, 0.8611392374885051]",name 'ShortCutDesign' is not defined
"[30, 0.6895524572806621, 0.11958420560615719, 0.4261586416040462, 0.5819040078179829, 335.04611365750327, 0.8551594144566925, 0.9791500811428139]",name 'ShortCutDesign' is not defined
"[34, 0.19875635832259725, 0.8517553116852584, 0.7676963787377142, 0.15696166689455543, 328.3805624434295, 0.47401253724435977, 0.36521771322856056]",name 'ShortCutDesign' is not defined
"[36, 0.7147362089997927, 0.32888597921537227, 0.40812648167399634, 0.7460666001949187, 343.4646472036544, 0.3619547515918433, 0.8018908142240315]",name 'ShortCutDesign' is not defined
"[47, 0.4803478869904022, 0.6073955930115222, 0.05587277104207953, 0.4357202164209784, 314.8945199212315, 0.9823772173890398, 0.36629032237968534]",name 'ShortCutDesign' is not defined
"[40, 0.48791502743829174, 0.13749995769730033, 0.13804958729394368, 0.5401772139576629, 302.0196512663369, 0.6342285968659338, 0.8436410770166073]",name 'ShortCutDesign' is not defined
"[26, 0.48436047039636787, 0.1273977946850271, 0.8545929711619612, 0.29471605070038837, 301.18727722592314, 0.5487352389860984, 0.76948181615655]",name 'ShortCutDesign' is not defined
"[28, 0.3194657500297766, 0.3596005150236558, 0.020108123944550672, 0.07630206183168357, 314.20715823509425, 0.8753887124011877, 0.2690784725147888]",name 'ShortCutDesign' is not defined
"[20, 0.6893833802770415, 0.7229394609367159, 0.6682071962649287, 0.7643044079559438, 284.49814563897775, 0.04341960757147472, 0.08607763544455481]",name 'ShortCutDesign' is not defined
"[21, 0.9840677269408125, 0.7271233820489053, 0.8974994472964184, 0.7338672412300532, 298.24545764587185, 0.6424422604927101, 0.6113073389102783]",name 'ShortCutDesign' is not defined
"[29, 0.6088484669774384, 0.5351742704480573, 0.1775065021437417, 0.6066507307371074, 300.62011156213146, 0.4355779935720443, 0.8277083903699208]",name 'ShortCutDesign' is not defined
"[46, 0.7148513351315221, 0.678854897975934, 0.10980055513946839, 0.9890297937141652, 310.1908645191368, 0.7184209327094857, 0.36803454223221477]",name 'ShortCutDesign' is not defined
"[11, 0.06045086014024844, 0.9597547277623126, 0.378963259495973, 0.5150477617906076, 323.5786509138471, 0.7807622847572868, 0.9368438959252234]",name 'ShortCutDesign' is not defined
"[19, 0.20288151852890363, 0.447102155728108, 0.11329663460937234, 0.11162492120930509, 304.84869620376844, 0.33933945096357826, 0.566516739088603]",name 'ShortCutDesign' is not defined
"[14, 0.26717992504900984, 0.04078131584400507, 0.5977441574940536, 0.6566917613039391, 331.104528838571, 0.5566888238850315, 0.213717696861025]",name 'ShortCutDesign' is not defined
"[41, 0.8288629341391806, 0.39667894781834595, 0.7436759835027766, 0.40821036633353336, 338.0352089840869, 0.6227616646406876, 0.10179535506624622]",name 'ShortCutDesign' is not defined
"[21, 0.9531005185447166, 0.6683261767524186, 0.20120370030761606, 0.20665847589461042, 298.0847116599537, 0.17364200638093627, 0.3892677632939583]",name 'ShortCutDesign' is not defined
"[26, 0.16436535816437256, 0.7560474293834528, 0.802874241708796, 0.9155981957444067, 293.42028061933127, 0.9417155684349013, 0.5426419411916974]",name 'ShortCutDesign' is not defined
"[14, 0.7068821187128326, 0.9823613450511084, 0.9627926965914347, 0.6780487334156486, 347.4047052248973, 0.05037698996783678, 0.0193003751479125]",name 'ShortCutDesign' is not defined
"[18, 0.03219690859228436, 0.5542120144347841, 0.06899050740846421, 0.6535055968553689, 277.7414871130585, 0.4360641477638865, 0.5905163866136235]",name 'ShortCutDesign' is not defined
"[33, 0.9393610227406157, 0.8615428706070523, 0.7210420771071803, 0.3922012577580521, 274.9745565897022, 0.33817981429520727, 0.5626995370571541]",name 'ShortCutDesign' is not defined
"[41, 0.2776352901932286, 0.3369678729137692, 0.9683385573924583, 0.393941955448917, 277.11204982925744, 0.6479916877428302, 0.3959203314148284]",name 'ShortCutDesign' is not defined
"[33, 0.6552972335345446, 0.6480592954293387, 0.6431600328341021, 0.028746811282963754, 319.633359175785, 0.7054742957142154, 0.36110251575940566]",name 'ShortCutDesign' is not defined
"[34, 0.48852646633847524, 0.267035260467056, 0.03385585659427527, 0.7246756892781908, 348.2660100438985, 0.2554345669065289, 0.2856378909901486]",name 'ShortCutDesign' is not defined
"[15, 0.1289260255718516, 0.12362988618859383, 0.34908242676585555, 0.5063636208242683, 280.5421947214066, 0.7101141177787255, 0.4559222783174466]",name 'ShortCutDesign' is not defined
"[29, 0.7425687486193777, 0.6672232043605445, 0.5713538515581881, 0.5941301344947881, 280.81741474271075, 0.14587568835141482, 0.7026197770598203]",name 'ShortCutDesign' is not defined
"[23, 0.05518210319519961, 0.5068474258307878, 0.7334050119079121, 0.24694935834461604, 293.73144377852674, 0.25964584133817403, 0.9177787202068678]",name 'ShortCutDesign' is not defined
"[18, 0.9708411581963309, 0.9629488362606541, 0.602260340632035, 0.7894883207429956, 335.3107839586685, 0.008654751880601209, 0.1500847160512279]",name 'ShortCutDesign' is not defined
